108	1.2	0
-3.141593	2.299159	2.264663
2.380392	2.500101	-0.120466
rec.job266275.bl.pdb	-1.324	-14.638	-45.240
lig.job266275.bl.pdb	39.406	42.759	39.124
-2.879793	1.413430	2.550734	101	17	101	1473.975
-3.141593	1.391910	3.030322	105	19	103	1460.235
0.000000	2.115563	0.685730	3	18	100	1452.329
-2.094395	1.450119	-2.739050	100	11	104	1382.167
1.047198	1.506530	1.988858	104	19	100	1374.681
1.047198	1.599406	1.426070	103	17	98	1360.148
-2.879793	2.001437	0.381215	5	7	5	1355.566
-3.141593	1.218453	2.777284	105	19	103	1327.618
1.570796	1.904882	-1.478089	8	12	105	1325.945
1.047198	1.555207	1.708892	104	18	99	1313.616
0.523599	2.001437	0.381215	105	18	98	1297.922
-2.356194	1.168678	2.108595	97	13	101	1294.960
1.047198	1.809167	1.213774	100	15	98	1289.158
-1.308997	0.762244	-0.273349	3	16	3	1286.275
1.832596	1.335669	0.897240	99	16	99	1282.206
-1.832596	1.440580	2.260026	107	12	102	1277.568
0.000000	2.001437	0.381215	1	18	99	1266.757
-2.879793	1.168678	2.108595	101	18	101	1259.983
-2.617994	1.391910	3.030322	102	15	102	1259.515
2.094395	0.866395	-2.492918	0	10	98	1257.855
1.832596	1.699788	2.452890	94	16	104	1257.777
-1.308997	1.128190	-2.288622	11	18	0	1257.375
-0.785398	1.184361	0.625864	101	17	98	1253.053
-1.047198	2.456751	-1.503343	105	14	100	1249.485
1.570796	1.184361	0.625864	102	16	97	1247.838
-2.356194	1.218453	2.777284	101	11	102	1245.190
-2.617994	2.379497	0.561089	6	9	5	1242.504
-0.785398	2.407836	1.410646	7	16	1	1239.835
-0.785398	1.335669	0.897240	104	17	98	1237.220
-2.879793	1.812176	0.656819	4	8	3	1235.102
-2.356194	1.391910	3.030322	101	12	102	1233.904
-0.785398	1.982574	-1.115518	105	13	98	1225.511
0.523599	1.875281	0.107086	103	16	98	1225.120
-2.617994	1.683268	0.374177	6	10	2	1223.581
-0.523599	2.343981	-1.040456	104	12	98	1215.789
-3.141593	2.001437	0.381215	4	6	6	1212.766
-2.094395	1.168678	2.108595	102	12	100	1212.426
1.570796	1.335669	0.897240	100	17	99	1210.421
-0.261799	2.115563	0.685730	5	18	100	1209.729
-0.785398	1.014500	0.906702	101	15	98	1207.116
-1.570796	1.025536	1.576859	104	9	97	1206.334
-2.617994	2.115563	0.685730	6	8	5	1202.790
2.356194	0.866395	-2.492918	1	9	98	1200.997
0.261799	1.869911	2.701025	102	20	104	1200.561
2.094395	1.128190	-2.288622	0	10	99	1199.371
-2.617994	1.721184	-0.153948	8	12	3	1198.827
-1.047198	2.407836	1.410646	7	15	0	1198.590
-0.261799	2.379497	0.561089	6	18	101	1194.379
-2.617994	0.762244	-0.273349	106	14	95	1191.988
-2.094395	1.247695	1.809890	98	13	100	1190.971
-2.617994	0.709924	0.218797	106	14	94	1190.413
-0.261799	2.001437	0.381215	4	18	99	1189.345
-0.785398	2.180315	-1.357379	104	13	100	1188.375
0.261799	0.290380	-0.796960	5	13	105	1187.271
1.047198	1.869911	2.701025	0	93	99	1186.826
2.356194	0.418037	1.360082	0	16	99	1182.706
2.094395	2.164094	-2.991358	100	18	104	1182.358
-0.785398	1.195355	1.200319	104	16	98	1180.258
-2.094395	0.685216	-1.712745	8	15	101	1179.979
-0.261799	2.247462	0.191623	4	18	101	1179.905
1.308997	1.555207	1.708892	101	14	98	1172.548
-1.570796	0.762244	-0.273349	99	15	97	1172.311
-2.094395	1.134796	2.434290	101	12	102	1168.542
-1.047198	1.218453	2.777284	98	14	105	1167.764
-2.094395	1.391910	3.030322	100	10	103	1167.565
0.000000	1.977582	0.969896	3	18	99	1167.453
1.308997	0.080730	-2.622036	106	10	90	1165.280
-1.308997	1.135813	-2.658866	12	16	1	1163.397
0.785398	2.001437	0.381215	105	19	98	1162.826
1.308997	1.599406	1.426070	101	14	97	1162.450
0.000000	1.374601	-2.456031	4	13	8	1160.443
-2.879793	2.115563	0.685730	5	7	5	1158.922
-0.261799	2.592629	0.909713	8	18	103	1158.393
-1.047198	1.168678	2.108595	99	9	102	1158.281
-1.308997	1.214854	-1.966664	12	18	0	1158.256
2.617994	0.864993	2.278281	101	7	96	1158.136
2.356194	0.914445	2.687814	102	9	98	1157.231
0.261799	1.247695	1.809890	107	24	101	1156.474
-2.879793	2.247462	0.191623	5	8	6	1154.392
-0.785398	1.045978	0.343692	100	17	98	1154.248
-2.879793	1.218453	2.777284	106	20	104	1146.708
0.000000	1.450119	-2.739050	6	13	8	1146.163
2.617994	0.640596	-2.797608	3	13	104	1145.793
2.356194	1.617114	-1.572037	107	7	98	1145.605
-1.308997	2.299159	2.264663	2	11	102	1145.326
2.094395	0.929350	-2.910676	0	11	99	1145.248
-1.832596	0.910508	1.903534	103	8	99	1143.458
0.523599	1.195355	1.200319	106	23	99	1143.043
0.523599	1.184361	0.625864	103	20	96	1142.924
-1.832596	1.506530	1.988858	0	13	102	1141.804
2.356194	0.831641	0.616218	104	9	93	1141.586
-2.094395	1.218453	2.777284	102	11	102	1140.627
-1.832596	1.014500	0.906702	99	13	97	1140.507
-3.141593	1.134796	2.434290	103	19	103	1138.414
2.094395	1.135813	-2.658866	107	10	99	1138.224
-0.785398	2.138223	1.678323	8	11	96	1136.963
0.785398	1.662363	0.915448	106	17	95	1136.248
-1.570796	2.637879	2.121598	3	11	102	1134.722
-2.617994	0.960688	-0.577532	107	13	96	1131.139
0.785398	1.812176	0.656819	106	19	98	1130.845
-1.047198	2.704512	1.488683	6	14	2	1130.364
-2.879793	0.615174	-0.666022	4	14	97	1129.311
1.308997	1.506530	1.988858	103	19	101	1129.229
-1.308997	2.637879	2.121598	3	11	101	1129.074
0.523599	1.662363	0.915448	107	18	95	1129.074
0.261799	2.001437	0.381215	107	18	98	1128.880
-1.047198	0.914445	2.687814	97	15	106	1128.641
-0.261799	2.984978	1.954446	8	14	4	1128.345
1.308997	1.335669	0.897240	101	18	98	1128.316
-2.094395	1.809167	1.213774	0	15	102	1127.323
2.356194	1.904882	-1.478089	0	7	98	1126.234
2.094395	0.418037	1.360082	1	16	99	1125.403
-0.785398	0.290380	-0.796960	1	12	90	1124.645
1.832596	0.640596	-2.797608	1	15	0	1124.036
-1.047198	2.299159	2.264663	2	11	102	1121.923
-1.047198	2.180315	-1.357379	105	15	100	1121.820
-1.047198	1.982574	-1.115518	7	19	102	1121.260
-1.832596	1.025536	1.576859	104	11	97	1121.244
2.094395	2.033014	2.977192	99	18	104	1121.039
2.356194	1.574060	2.783565	99	18	103	1120.117
-3.141593	1.050534	3.042579	104	10	97	1119.738
-3.141593	1.812176	0.656819	5	6	4	1118.862
1.047198	0.370812	-2.547742	0	16	102	1118.591
-0.523599	0.961715	0.014085	97	18	98	1117.617
0.000000	1.214854	-1.966664	11	94	2	1117.597
-1.047198	2.153910	-1.714959	106	13	100	1116.815
-2.356194	1.574060	2.783565	102	17	104	1116.631
0.261799	1.506530	1.988858	1	25	104	1114.836
1.308997	2.579248	-2.364801	9	10	96	1114.661
-0.785398	0.831641	0.616218	99	15	98	1114.185
0.523599	1.683268	0.374177	96	92	0	1113.853
-2.617994	1.218453	2.777284	102	14	102	1113.058
2.094395	1.756530	-2.105156	2	10	100	1111.787
0.785398	2.664082	-1.071402	106	9	96	1110.708
0.000000	2.247462	0.191623	2	17	101	1110.616
-2.356194	0.571433	-1.188419	5	15	98	1110.263
0.000000	1.325504	-1.671296	9	94	0	1108.739
2.094395	2.356369	3.005869	98	18	103	1108.438
2.879793	2.760637	2.781135	96	90	4	1107.893
-2.879793	1.662363	0.915448	5	5	6	1107.865
2.356194	2.164094	-2.991358	96	19	106	1106.878
-1.832596	1.256302	0.062705	102	18	97	1106.683
1.832596	1.869911	2.701025	93	15	106	1106.508
-0.785398	2.704512	1.488683	7	16	2	1105.913
-2.879793	1.683268	0.374177	6	9	2	1105.742
-2.617994	0.906588	1.252948	104	20	100	1105.061
-2.879793	1.875281	0.107086	6	8	4	1104.450
1.047198	1.025536	1.576859	105	21	100	1103.911
-3.141593	0.458961	-0.107937	2	15	97	1103.808
-1.308997	2.478122	2.609777	2	11	102	1103.211
2.094395	0.640596	-2.797608	1	11	98	1103.189
-1.047198	1.184361	0.625864	102	17	98	1102.625
-0.785398	1.836682	-0.676006	7	18	99	1102.525
-0.523599	2.704512	1.488683	8	16	2	1101.830
1.832596	2.251330	-2.330739	7	13	99	1101.422
-1.047198	1.195355	1.200319	103	15	99	1100.158
-0.261799	2.295480	1.008277	6	18	102	1099.339
-1.308997	1.195355	1.200319	105	9	95	1099.194
-0.523599	2.089241	-0.114193	5	18	101	1099.116
-1.047198	0.864993	2.278281	105	97	97	1098.994
-3.141593	1.448123	-2.163292	106	17	103	1098.927
2.094395	1.736875	3.023612	100	18	104	1098.916
-0.785398	0.762244	-0.273349	96	15	99	1098.452
-3.141593	2.247462	0.191623	4	7	6	1098.355
1.570796	1.846342	-1.796954	7	13	105	1098.210
-1.832596	2.153910	-1.714959	107	21	104	1096.633
-2.879793	2.579248	-2.364801	7	12	8	1096.288
-1.308997	1.982574	-1.115518	9	19	103	1095.321
-2.879793	1.450119	-2.739050	100	15	102	1094.566
0.261799	1.977582	0.969896	1	19	99	1094.047
1.832596	1.195355	1.200319	99	17	99	1093.792
-2.617994	2.664082	-1.071402	8	13	6	1093.690
1.308997	1.195355	1.200319	102	19	99	1092.322
1.832596	2.356369	3.005869	99	17	103	1091.914
1.047198	1.440580	2.260026	105	20	101	1091.867
-1.570796	1.875281	0.107086	4	17	102	1091.671
2.094395	1.050534	3.042579	101	10	99	1091.489
-0.523599	1.195355	1.200319	102	17	98	1090.945
2.356194	1.128190	-2.288622	0	9	98	1090.578
1.047198	2.033014	2.977192	0	94	99	1088.590
2.356194	1.488617	1.159546	94	16	100	1087.853
-1.047198	1.335669	0.897240	104	16	99	1087.346
2.617994	2.164094	-2.991358	95	18	105	1087.082
-2.879793	1.374601	-2.456031	107	18	104	1086.684
1.832596	1.574060	2.783565	94	17	104	1086.660
-2.879793	1.545873	-1.877082	105	18	102	1086.231
0.000000	0.709924	0.218797	2	96	90	1085.871
2.879793	2.251330	-2.330739	95	19	107	1085.091
1.047198	1.335669	0.897240	102	18	98	1084.793
0.523599	1.325504	-1.671296	0	17	3	1084.360
-2.356194	1.904882	-1.478089	103	20	102	1084.190
-3.141593	1.504028	0.636812	0	97	90	1084.093
-2.094395	1.310100	1.488307	102	14	97	1083.905
-0.785398	1.488617	1.159546	106	17	99	1083.700
-2.617994	2.001437	0.381215	6	9	5	1083.534
0.000000	1.756530	-2.105156	11	91	0	1082.607
1.832596	1.658653	-2.409879	5	13	103	1082.349
-0.785398	1.741644	-2.695914	4	96	97	1082.292
2.094395	1.440580	2.260026	94	14	102	1082.145
1.047198	1.574060	2.783565	100	20	104	1082.015
2.617994	1.870545	-2.976234	96	19	105	1081.354
-2.617994	1.875281	0.107086	7	11	3	1080.833
-1.047198	0.297065	2.160177	15	99	97	1080.740
-1.570796	1.045978	0.343692	100	16	97	1080.300
-2.094395	0.290380	-0.796960	2	14	93	1080.141
0.261799	2.704512	1.488683	6	19	6	1080.115
2.879793	2.587733	0.232235	0	11	10	1080.042
0.523599	0.992645	-1.723759	0	16	2	1079.961
0.785398	0.910508	1.903534	1	21	102	1079.872
-0.523599	0.418037	1.360082	14	92	104	1079.645
0.000000	2.295480	1.008277	6	18	101	1078.681
-2.879793	1.909857	-0.381669	7	10	6	1078.221
-1.047198	0.961715	0.014085	98	15	98	1078.011
-0.523599	1.756530	-2.105156	4	96	97	1077.877
-0.785398	2.343981	-1.040456	106	14	97	1077.867
-0.785398	0.297065	2.160177	8	13	0	1077.605
-2.094395	1.904882	-1.478089	11	10	7	1076.858
0.785398	2.247462	0.191623	105	11	93	1076.707
1.832596	2.174483	2.653697	93	14	0	1076.133
